1	01010116091201000200	1C666DFC8DC7	valid
2	01010116091201000201	1C666DFC8DC8	valid
3	01010116091201000202	1C666DFC8DC9	valid
4	01010116091201000203	1C666DFC8DCA	valid
5	01010116091201000204	1C666DFC8DCB	valid
6	01010116091201000205	1C666DFC8DCC	valid
7	01010116091201000206	1C666DFC8DCD	valid
8	01010116091201000207	1C666DFC8DCE	valid
9	01010116091201000208	1C666DFC8DCF	valid
10	01010116091201000209	1C666DFC8DD0	valid
11	01010116091201000210	1C666DFC8DD1	valid
12	01010116091201000211	1C666DFC8DD2	valid
13	01010116091201000212	1C666DFC8DD3	valid
14	01010116091201000213	1C666DFC8DD4	valid
15	01010116091201000214	1C666DFC8DD5	valid
16	01010116091201000215	1C666DFC8DD6	valid
17	01010116091201000216	1C666DFC8DD7	valid
18	01010116091201000217	1C666DFC8DD8	valid
19	01010116091201000218	1C666DFC8DD9	valid
20	01010116091201000219	1C666DFC8DDA	valid
21	01010116091201000220	1C666DFC8DDB	valid
22	01010116091201000221	1C666DFC8DDC	valid
23	01010116091201000222	1C666DFC8DDD	valid
24	01010116091201000223	1C666DFC8DDE	valid
25	01010116091201000224	1C666DFC8DDF	valid
26	01010116091201000225	1C666DFC8DE0	valid
27	01010116091201000226	1C666DFC8DE1	valid
28	01010116091201000227	1C666DFC8DE2	valid
29	01010116091201000228	1C666DFC8DE3	valid
30	01010116091201000229	1C666DFC8DE4	valid
31	01010116091201000230	1C666DFC8DE5	valid
32	01010116091201000231	1C666DFC8DE6	valid
33	01010116091201000232	1C666DFC8DE7	valid
34	01010116091201000233	1C666DFC8DE8	valid
35	01010116091201000234	1C666DFC8DE9	valid
36	01010116091201000235	1C666DFC8DEA	valid
37	01010116091201000236	1C666DFC8DEB	valid
38	01010116091201000237	1C666DFC8DEC	valid
39	01010116091201000238	1C666DFC8DED	valid
40	01010116091201000239	1C666DFC8DEE	valid
41	01010116091201000240	1C666DFC8DEF	valid
42	01010116091201000241	1C666DFC8DF0	valid
43	01010116091201000242	1C666DFC8DF1	valid
44	01010116091201000243	1C666DFC8DF2	valid
45	01010116091201000244	1C666DFC8DF3	valid
46	01010116091201000245	1C666DFC8DF4	valid
47	01010116091201000246	1C666DFC8DF5	valid
48	01010116091201000247	1C666DFC8DF6	valid
49	01010116091201000248	1C666DFC8DF7	valid
50	01010116091201000249	1C666DFC8DF8	valid
51	01010116091201000250	1C666DFC8DF9	valid
52	01010116091201000251	1C666DFC8DFA	valid
53	01010116091201000252	1C666DFC8DFB	valid
54	01010116091201000253	1C666DFC8DFC	valid
55	01010116091201000254	1C666DFC8DFD	valid
56	01010116091201000255	1C666DFC8DFE	valid
57	01010116091201000256	1C666DFC8DFF	valid
58	01010116091201000257	1C666DFC8E00	valid
59	01010116091201000258	1C666DFC8E01	valid
60	01010116091201000259	1C666DFC8E02	valid
61	01010116091201000260	1C666DFC8E03	valid
62	01010116091201000261	1C666DFC8E04	valid
63	01010116091201000262	1C666DFC8E05	valid
64	01010116091201000263	1C666DFC8E06	valid
65	01010116091201000264	1C666DFC8E07	valid
66	01010116091201000265	1C666DFC8E08	valid
67	01010116091201000266	1C666DFC8E09	valid
68	01010116091201000267	1C666DFC8E0A	valid
69	01010116091201000268	1C666DFC8E0B	valid
70	01010116091201000269	1C666DFC8E0C	valid
71	01010116091201000270	1C666DFC8E0D	valid
72	01010116091201000271	1C666DFC8E0E	valid
73	01010116091201000272	1C666DFC8E0F	valid
74	01010116091201000273	1C666DFC8E10	valid
75	01010116091201000274	1C666DFC8E11	valid
76	01010116091201000275	1C666DFC8E12	valid
77	01010116091201000276	1C666DFC8E13	valid
78	01010116091201000277	1C666DFC8E14	valid
79	01010116091201000278	1C666DFC8E15	valid
80	01010116091201000279	1C666DFC8E16	valid
81	01010116091201000280	1C666DFC8E17	valid
82	01010116091201000281	1C666DFC8E18	valid
83	01010116091201000282	1C666DFC8E19	valid
84	01010116091201000283	1C666DFC8E1A	valid
85	01010116091201000284	1C666DFC8E1B	valid
86	01010116091201000285	1C666DFC8E1C	valid
87	01010116091201000286	1C666DFC8E1D	valid
88	01010116091201000287	1C666DFC8E1E	valid
89	01010116091201000288	1C666DFC8E1F	valid
90	01010116091201000289	1C666DFC8E20	valid
91	01010116091201000290	1C666DFC8E21	valid
92	01010116091201000291	1C666DFC8E22	valid
93	01010116091201000292	1C666DFC8E23	valid
94	01010116091201000293	1C666DFC8E24	valid
95	01010116091201000294	1C666DFC8E25	valid
96	01010116091201000295	1C666DFC8E26	valid
97	01010116091201000296	1C666DFC8E27	valid
98	01010116091201000297	1C666DFC8E28	valid
99	01010116091201000298	1C666DFC8E29	valid
100	01010116091201000299	1C666DFC8E2A	valid
